css-4rbku5 href,css-4rbku5 href 2,css-901oao 2,UserId,css-901oao 4,Tweet_Url,Date-Time,Tweets,css-4rbku5 href 5,css-9pa8cd src 2,Comments,Retweets,Likes,css-4rbku5 href 6,r-4qtqp9 src 2
https://twitter.com/ishowspeedsui,https://twitter.com/ishowspeedsui,Speed,@ishowspeedsui,·,https://twitter.com/ishowspeedsui/status/1580651860285100033,"Oct 14, 2022",merch out now -,https://t.co/KImGYfDSN9,https://pbs.twimg.com/card_img/1720020600830259200/jjGwehlW?format=jpg&name=small,249,208,7.9K,https://twitter.com/ishowspeedsui/status/1580651860285100033/analytics,
https://twitter.com/ishowspeedsui,https://twitter.com/ishowspeedsui,Speed,@ishowspeedsui,·,https://twitter.com/ishowspeedsui/status/1573772353187856387,"Sep 25, 2022",i own you lil bro,https://twitter.com/ishowspeedsui/status/1573772353187856387/photo/1,https://pbs.twimg.com/media/FdcpnRUWIAE8sAQ?format=jpg&name=small,1.5K,21K,483K,https://twitter.com/ishowspeedsui/status/1573772353187856387/analytics,
https://twitter.com/ishowspeedsui,https://twitter.com/ishowspeedsui,Speed,@ishowspeedsui,·,https://twitter.com/ishowspeedsui/status/1573724949923119108,"Sep 24, 2022",world cup baby’s,https://twitter.com/ishowspeedsui/status/1573724949923119108/photo/1,https://pbs.twimg.com/media/Fdb-fzZXoAEmcte?format=jpg&name=small,828,8.6K,258K,https://twitter.com/ishowspeedsui/status/1573724949923119108/analytics,
https://twitter.com/ishowspeedsui,https://twitter.com/ishowspeedsui,Speed,@ishowspeedsui,·,https://twitter.com/ishowspeedsui/status/1573719716711043074,"Sep 24, 2022",how is that offside please explain,https://twitter.com/ishowspeedsui/status/1573719716711043074/photo/1,https://pbs.twimg.com/media/Fdb5vanX0AEfqZ8?format=jpg&name=small,3K,38K,486K,https://twitter.com/ishowspeedsui/status/1573719716711043074/analytics,
https://twitter.com/ishowspeedsui,https://twitter.com/ishowspeedsui,Speed,@ishowspeedsui,·,https://twitter.com/ishowspeedsui/status/1573711170699239427,"Sep 24, 2022","what a shitty ref, clearly a goal",,,1.2K,6.5K,141K,https://twitter.com/ishowspeedsui/status/1573711170699239427/analytics,
https://twitter.com/ishowspeedsui,https://twitter.com/ishowspeedsui,Speed,@ishowspeedsui,·,https://twitter.com/ishowspeedsui/status/1573672046747426818,"Sep 24, 2022",i’m ready,https://twitter.com/ishowspeedsui/status/1573672046747426818/photo/1,https://pbs.twimg.com/media/FdbOXt2XoAE9CEE?format=jpg&name=small,854,8.4K,234K,https://twitter.com/ishowspeedsui/status/1573672046747426818/analytics,
https://twitter.com/ishowspeedsui,https://twitter.com/ishowspeedsui,Speed,@ishowspeedsui,·,https://twitter.com/ishowspeedsui/status/1573614367693733888,"Sep 24, 2022",LETS GO,https://twitter.com/ishowspeedsui/status/1573614367693733888/photo/1,https://pbs.twimg.com/media/FdaZ7GlX0AII6io?format=jpg&name=small,1.1K,11K,252K,https://twitter.com/ishowspeedsui/status/1573614367693733888/analytics,
https://twitter.com/ishowspeedsui,https://twitter.com/ishowspeedsui,Speed,@ishowspeedsui,·,https://twitter.com/ishowspeedsui/status/1573034332436197382,"Sep 23, 2022",i love london,,,578,879,65K,https://twitter.com/ishowspeedsui/status/1573034332436197382/analytics,
https://twitter.com/ishowspeedsui,https://twitter.com/ishowspeedsui,Speed,@ishowspeedsui,·,https://twitter.com/ishowspeedsui/status/1572972496462151682,"Sep 22, 2022",i will be now streamibg on tiktok for now at 6pm london time  1:00pm est and 10am pst,https://twitter.com/ishowspeedsui/status/1572972496462151682/photo/1,https://pbs.twimg.com/media/FdRSJcKXkAAayI0?format=jpg&name=900x900,490,611,40K,https://twitter.com/ishowspeedsui/status/1572972496462151682/analytics,
https://twitter.com/ishowspeedsui,https://twitter.com/ishowspeedsui,Speed,@ishowspeedsui,No way i just woke up to a strike,https://twitter.com/ishowspeedsui/status/1572530783218466817,"Sep 21, 2022",423,https://twitter.com/ishowspeedsui/status/1572530783218466817/photo/1,https://pbs.twimg.com/media/FdLAZTgXEAM-2S_?format=jpg&name=medium,647,30K,40K,https://twitter.com/ishowspeedsui/status/1572530783218466817/analytics,https://abs-0.twimg.com/emoji/v2/svg/1f494.svg
https://twitter.com/ishowspeedsui,https://twitter.com/ishowspeedsui,Speed,@ishowspeedsui,·,https://twitter.com/ishowspeedsui/status/1572531918562004992,"Sep 21, 2022",the stream was the one from 2 days ago,,,50,93,11K,https://twitter.com/ishowspeedsui/status/1572531918562004992/analytics,
https://twitter.com/ishowspeedsui,https://twitter.com/ishowspeedsui,Speed,@ishowspeedsui,·,https://twitter.com/ishowspeedsui/status/1572305979869634561,"Sep 21, 2022",London please add flavor to ur food,https://twitter.com/ishowspeedsui/status/1572305979869634561/photo/1,https://pbs.twimg.com/media/FdHz9BFXwAAy_cN?format=jpg&name=900x900,883,6.4K,145K,https://twitter.com/ishowspeedsui/status/1572305979869634561/analytics,https://abs-0.twimg.com/emoji/v2/svg/1f1ec-1f1e7.svg
https://twitter.com/ishowspeedsui,https://twitter.com/ishowspeedsui,Speed,@ishowspeedsui,·,https://twitter.com/ishowspeedsui/status/1538252887666614273,"Jun 19, 2022",just bought my first car,https://twitter.com/ishowspeedsui/status/1538252887666614273/photo/1,https://pbs.twimg.com/media/FVj42FAXsAAFe6g?format=jpg&name=small,2.7K,8.7K,224K,https://twitter.com/ishowspeedsui/status/1538252887666614273/analytics,
https://twitter.com/ishowspeedsui,https://twitter.com/ishowspeedsui,Speed,@ishowspeedsui,·,https://twitter.com/ishowspeedsui/status/1519841288140566528,"Apr 29, 2022",.,https://twitter.com/ishowspeedsui/status/1519841288140566528/photo/1,https://pbs.twimg.com/media/FRePeNsXsAILqAO?format=jpg&name=small,1.3K,12K,160K,https://twitter.com/ishowspeedsui/status/1519841288140566528/analytics,
https://twitter.com/ishowspeedsui,https://twitter.com/ishowspeedsui,Speed,@ishowspeedsui,·,https://twitter.com/ishowspeedsui/status/1515539838233153539,"Apr 17, 2022",ben,,https://pbs.twimg.com/ext_tw_video_thumb/1515539777101127680/pu/img/4sq3v6hjVzo177B8.jpg,2K,8.4K,104K,https://twitter.com/ishowspeedsui/status/1515539838233153539/analytics,
https://twitter.com/ishowspeedsui,https://twitter.com/ishowspeedsui,Speed,@ishowspeedsui,·,https://twitter.com/ishowspeedsui/status/1511877562766868480,"Apr 7, 2022",.,,https://pbs.twimg.com/ext_tw_video_thumb/1511877420638474240/pu/img/eTjpD1_2D0ASc6zB.jpg,3.2K,4K,71K,https://twitter.com/ishowspeedsui/status/1511877562766868480/analytics,
https://twitter.com/ishowspeedsui,https://twitter.com/ishowspeedsui,Speed,@ishowspeedsui,·,https://twitter.com/ishowspeedsui/status/1506003942882385931,"Mar 22, 2022",girls don’t wanna see you win,,,581,1.2K,17K,https://twitter.com/ishowspeedsui/status/1506003942882385931/analytics,
https://twitter.com/ishowspeedsui,https://twitter.com/ishowspeedsui,Speed,@ishowspeedsui,·,https://twitter.com/ishowspeedsui/status/1503219240614080512,"Mar 14, 2022",Hey,,,1.8K,1.5K,22K,https://twitter.com/ishowspeedsui/status/1503219240614080512/analytics,
https://twitter.com/ishowspeedsui,https://twitter.com/ishowspeedsui,Speed,@ishowspeedsui,·,https://twitter.com/ishowspeedsui/status/1500494989498929157,"Mar 6, 2022",Yes,https://twitter.com/ishowspeedsui/status/1500494989498929157/photo/1,https://pbs.twimg.com/media/FNLUPYuXoAQVX2-?format=jpg&name=small,440,584,20K,https://twitter.com/ishowspeedsui/status/1500494989498929157/analytics,
https://twitter.com/ishowspeedsui,https://twitter.com/ishowspeedsui,Speed,@ishowspeedsui,·,https://twitter.com/ishowspeedsui/status/1500354777699475457,"Mar 6, 2022",why did i get banned. i don’t even post on tiktok this is a mistake can you unban me im confused. this was a huge error i diddnt commit any problems please look into this,,,224,196,8.7K,https://twitter.com/ishowspeedsui/status/1500354777699475457/analytics,
https://twitter.com/ishowspeedsui,https://twitter.com/ishowspeedsui,Speed,@ishowspeedsui,·,https://twitter.com/ishowspeedsui/status/1497096178890158081,"Feb 25, 2022",is this real,https://twitter.com/ishowspeedsui/status/1497096178890158081/photo/1,https://pbs.twimg.com/media/FMbBCjdX0AAdBh8?format=jpg&name=medium,898,762,18K,https://twitter.com/ishowspeedsui/status/1497096178890158081/analytics,
https://twitter.com/ishowspeedsui,https://twitter.com/ishowspeedsui,Speed,@ishowspeedsui,·,https://twitter.com/ishowspeedsui/status/1494082950647926788,"Feb 17, 2022",Thank you,https://twitter.com/ishowspeedsui/status/1494082950647926788/photo/1,https://pbs.twimg.com/media/FLwMhi7XEAMfnOv?format=jpg&name=900x900,448,505,15K,https://twitter.com/ishowspeedsui/status/1494082950647926788/analytics,
https://twitter.com/ishowspeedsui,https://twitter.com/ishowspeedsui,Speed,@ishowspeedsui,·,https://twitter.com/ishowspeedsui/status/1492634957633789954,"Feb 13, 2022",fuck valentines,,,548,1.2K,15K,https://twitter.com/ishowspeedsui/status/1492634957633789954/analytics,
https://twitter.com/ishowspeedsui,https://twitter.com/ishowspeedsui,Speed,@ishowspeedsui,·,https://twitter.com/ishowspeedsui/status/1492379550973673472,"Feb 12, 2022","sorry guys i’m deleting this app, i’m tired of beating it everytime i see something attractive bye",,,387,837,15K,https://twitter.com/ishowspeedsui/status/1492379550973673472/analytics,
