UserId_Url,UserId,Tweet_Url,Date-Time,Tweets,Comments,Retweets,Likes,Impressions
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1716273912852406425,Oct 23,,69,8,49,57K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1716156111974469965,Oct 22,What should be there in the place of the question mark ?,19,3,22,38K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1716125558378263014,Oct 22,Enter your answer,92,11,58,86K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1716102223804174827,Oct 22,,174,16,72,111K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1716099486525931652,Oct 22,Guess the missing numbers..,14,6,26,43K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1715994798891663808,Oct 22,Enter your answer…,107,12,60,70K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1715811878482362627,Oct 22,Close your eyes and type “banana”,77,7,24,120K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1715761793451315302,Oct 21,Share if you solve it!,43,2,11,23K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1715731250420527395,Oct 21,Enter your answer..,13,3,11,11K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1715684873737023529,Oct 21,Which one is different ?,37,7,24,46K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1715632348501549114,Oct 21,How many 8’s do you count ?,56,7,33,49K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1715567681020264571,Oct 21,Does the head belong to A or B ?,66,10,90,56K
