UserId_Url,UserId,Tweet_Url,Date-Time,Tweets,Comments,Retweets,Likes,Impressions
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1715535250208493614,Oct 21,90% fail to answer it,71,6,26,48K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1715431829648416936,Oct 20,What word do you see ?,19,11,,14K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1715380624050270268,Oct 20,Eye Test…,43,1,21,23K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1715366439774007321,Oct 20,Enter your answer…,35,2,7,15K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1715302624365568244,Oct 20,Only Genius can solve this.,176,21,89,106K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1715269611489476819,Oct 20,Enter your answer..,33,1,7,26K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1715196126201315541,Oct 20,Solve it,55,3,23,39K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1715180742844486066,Oct 20,Enter your answer…,3,8,,10K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1715080402040435013,Oct 20,Can you solve this ?,23,2,10,19K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1715080402040435013,Oct 20,Can you solve this ?,23,2,10,19K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1715036099742257215,Oct 19,Enter your answer…,139,14,101,63K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1714949844949975161,Oct 19,What’s the next number??,57,1,25,28K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1714831425264816578,Oct 19,Can you Solve this ?,86,3,42,41K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1714662796540129304,Oct 18,Can you solve this?,16,1,8,13K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1714560639774183728,Oct 18,Can you solve this ?,54,3,25,40K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1714523817257914637,Oct 18,Which kitten is Different?,27,4,20,41K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1714341128760410447,Oct 17,Share if you solve it…,54,2,24,37K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1714335504366190980,Oct 17,Can you solve this…,15,4,14,17K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1714250588438036537,Oct 17,Genius can solve this…,15,4,20,25K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1714235190086885619,Oct 17,Enter your Answer!,55,3,17,54K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1714205798673596868,Oct 17,Can you solve this ?,102,7,39,71K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1714142565916881283,Oct 17,Can you solve this ?,95,10,42,56K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1714117311190245785,Oct 17,Can you solve this without calc. ?,48,2,17,28K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1713961572044030235,Oct 16,Fill the blanks,13,1,12,20K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1713621229322834278,Oct 15,Can you solve this ?,100,14,54,77K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1713605628462317806,Oct 15,How many ducks are there in this picture ?,64,2,41,59K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1713565031252758886,Oct 15,Can you solve this ?,111,7,39,57K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1713366593017672128,Oct 15,Solve this one…,141,5,58,78K
https://twitter.com/exceleducations,@exceleducations,https://twitter.com/exceleducations/status/1713230532354478308,Oct 14,Share your answer if you solve it…,79,6,34,60K
