css-4rbku5 href,css-901oao,UserId,Tweet_Url,Date-time,Tweets,Comments,Retweets,Likes,css-4rbku5 href 6,Impressions,r-4qtqp9 src,css-4rbku5 2,css-4rbku5 href 7,css-4rbku5 3,css-4rbku5 href 8,css-4rbku5 4,css-4rbku5 href 9,css-4rbku5 5,css-4rbku5 href 10
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718656714223001999,Oct 29,What A Sight!,74,1.4K,23K,https://twitter.com/RVCJ_FB/status/1718656714223001999/analytics,300K,https://abs-0.twimg.com/emoji/v2/svg/1f3a5.svg,#INDvENG,https://twitter.com/hashtag/INDvENG?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsENG,https://twitter.com/hashtag/INDvsENG?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718654598045733244,Oct 29,Mohd Shami,87,933,25K,https://twitter.com/RVCJ_FB/status/1718654598045733244/analytics,353K,https://abs-0.twimg.com/emoji/v2/svg/1f525.svg,#INDvENG,https://twitter.com/hashtag/INDvENG?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsENG,https://twitter.com/hashtag/INDvsENG?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718634785365737868,Oct 29,Ekana Stadium!,22,446,7.7K,https://twitter.com/RVCJ_FB/status/1718634785365737868/analytics,58K,https://abs-0.twimg.com/emoji/v2/svg/1f3df.svg,#INDvENG,https://twitter.com/hashtag/INDvENG?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsENG,https://twitter.com/hashtag/INDvsENG?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718630109362684201,Oct 29,That's Bleed Blue for you,59,1.6K,29K,https://twitter.com/RVCJ_FB/status/1718630109362684201/analytics,313K,https://abs-0.twimg.com/emoji/v2/svg/1f1ee-1f1f3.svg,#INDvENG,https://twitter.com/hashtag/INDvENG?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsENG,https://twitter.com/hashtag/INDvsENG?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718611483658190919,Oct 29,Rohit Sharma Today,19,733,6.4K,https://twitter.com/RVCJ_FB/status/1718611483658190919/analytics,57K,,#INDvENG,https://twitter.com/hashtag/INDvENG?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsENG,https://twitter.com/hashtag/INDvsENG?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718625346650833268,Oct 29,And Now Ben Stokes Gone On Zero,114,792,9.2K,https://twitter.com/RVCJ_FB/status/1718625346650833268/analytics,273K,https://abs-0.twimg.com/emoji/v2/svg/1f986.svg,#INDvENG,https://twitter.com/hashtag/INDvENG?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsENG,https://twitter.com/hashtag/INDvsENG?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718619024593179042,Oct 29,Ye saal bhi nikal jayega..,18,21,1.1K,https://twitter.com/RVCJ_FB/status/1718619024593179042/analytics,21K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718616416335851673,Oct 29,Sheetal Devi!,87,976,15K,https://twitter.com/RVCJ_FB/status/1718616416335851673/analytics,274K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718583870004900240,Oct 29,Same to same..,21,47,1.3K,https://twitter.com/RVCJ_FB/status/1718583870004900240/analytics,20K,,#INDvENG,https://twitter.com/hashtag/INDvENG?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsENG,https://twitter.com/hashtag/INDvsENG?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718611483658190919,Oct 29,Rohit Sharma Today,19,733,6.4K,https://twitter.com/RVCJ_FB/status/1718611483658190919/analytics,57K,,#INDvENG,https://twitter.com/hashtag/INDvENG?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsENG,https://twitter.com/hashtag/INDvsENG?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718609302943093180,Oct 29,Our lower order batted very well,18,445,9.6K,https://twitter.com/RVCJ_FB/status/1718609302943093180/analytics,56K,https://abs-0.twimg.com/emoji/v2/svg/1f44d-1f3fb.svg,#INDvENG,https://twitter.com/hashtag/INDvENG?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsENG,https://twitter.com/hashtag/INDvsENG?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718605410314363005,Oct 29,230 Runs target for England,26,121,2.2K,https://twitter.com/RVCJ_FB/status/1718605410314363005/analytics,25K,,#INDvENG,https://twitter.com/hashtag/INDvENG?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsENG,https://twitter.com/hashtag/INDvsENG?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718588951722881525,Oct 29,An Incredible Innings by Rohit Sharma,67,1.2K,11K,https://twitter.com/RVCJ_FB/status/1718588951722881525/analytics,146K,https://abs-0.twimg.com/emoji/v2/svg/1f44f.svg,#INDvENG,https://twitter.com/hashtag/INDvENG?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsENG,https://twitter.com/hashtag/INDvsENG?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718586102569910480,Oct 29,Qualification of 2025 Champions Trophy,27,80,2K,https://twitter.com/RVCJ_FB/status/1718586102569910480/analytics,41K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718583870004900240,Oct 29,Same to same..,21,47,1.3K,https://twitter.com/RVCJ_FB/status/1718583870004900240/analytics,20K,,#INDvENG,https://twitter.com/hashtag/INDvENG?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsENG,https://twitter.com/hashtag/INDvsENG?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718581666313351215,Oct 29,Skipper Rohit Sharma!,42,1.3K,16K,https://twitter.com/RVCJ_FB/status/1718581666313351215/analytics,120K,https://abs-0.twimg.com/emoji/v2/svg/1f410.svg,#INDvENG,https://twitter.com/hashtag/INDvENG?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsENG,https://twitter.com/hashtag/INDvsENG?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718579732063953064,Oct 29,,13,33,1K,https://twitter.com/RVCJ_FB/status/1718579732063953064/analytics,16K,https://abs-0.twimg.com/emoji/v2/svg/1f632.svg,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718572474613518765,Oct 29,Unfortune Incident,23,31,605,https://twitter.com/RVCJ_FB/status/1718572474613518765/analytics,20K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718569831723897333,Oct 29,Delhi,15,31,690,https://twitter.com/RVCJ_FB/status/1718569831723897333/analytics,18K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718566669189341222,Oct 29,Loudest Cheers at Ekana Stadium,28,600,6.3K,https://twitter.com/RVCJ_FB/status/1718566669189341222/analytics,50K,,#INDvENG,https://twitter.com/hashtag/INDvENG?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsENG,https://twitter.com/hashtag/INDvsENG?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718564793819529306,Oct 29,Most Runs,23,246,2.7K,https://twitter.com/RVCJ_FB/status/1718564793819529306/analytics,43K,,#INDvENG,https://twitter.com/hashtag/INDvENG?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsENG,https://twitter.com/hashtag/INDvsENG?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718560124737036489,Oct 29,Sachin & Virat,32,199,4.7K,https://twitter.com/RVCJ_FB/status/1718560124737036489/analytics,38K,,#INDvENG,https://twitter.com/hashtag/INDvENG?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsENG,https://twitter.com/hashtag/INDvsENG?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718558567916314642,Oct 29,,17,23,438,https://twitter.com/RVCJ_FB/status/1718558567916314642/analytics,15K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718519403351027728,Oct 29,What will happen today?,135,162,4.3K,https://twitter.com/RVCJ_FB/status/1718519403351027728/analytics,208K,,#INDvENG,https://twitter.com/hashtag/INDvENG?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsENG,https://twitter.com/hashtag/INDvsENG?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718512057832915200,Oct 29,Bangladeshi fans aren't happy with their team's performance l..,24,36,1.1K,https://twitter.com/RVCJ_FB/status/1718512057832915200/analytics,16K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718509601753362582,Oct 29,Who else is like this.??,37,14,483,https://twitter.com/RVCJ_FB/status/1718509601753362582/analytics,26K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718506877796147323,Oct 29,Ricky Ponting on Virat Kohli,63,1K,19K,https://twitter.com/RVCJ_FB/status/1718506877796147323/analytics,301K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718504291743486376,Oct 29,Sheetal Devi!,15,109,1.5K,https://twitter.com/RVCJ_FB/status/1718504291743486376/analytics,22K,https://abs-0.twimg.com/emoji/v2/svg/1f44f.svg,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718307889876459710,Oct 28,Riteish & Genelia,67,316,9.3K,https://twitter.com/RVCJ_FB/status/1718307889876459710/analytics,127K,https://abs-0.twimg.com/emoji/v2/svg/1f49a.svg,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718496791421649171,Oct 29,MS Dhoni on 2023 IPL Final,30,286,5.6K,https://twitter.com/RVCJ_FB/status/1718496791421649171/analytics,63K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718491572034207936,Oct 29,My College Life,74,406,7.5K,https://twitter.com/RVCJ_FB/status/1718491572034207936/analytics,186K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718489245831360547,Oct 29,End Of An Era,36,189,4.2K,https://twitter.com/RVCJ_FB/status/1718489245831360547/analytics,78K,https://abs-0.twimg.com/emoji/v2/svg/1f695.svg,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718457538059096114,Oct 29,Today's match,20,173,3.6K,https://twitter.com/RVCJ_FB/status/1718457538059096114/analytics,45K,,#INDvENG,https://twitter.com/hashtag/INDvENG?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsENG,https://twitter.com/hashtag/INDvsENG?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718455119602446560,Oct 29,We will always miss you,45,159,1.8K,https://twitter.com/RVCJ_FB/status/1718455119602446560/analytics,92K,https://abs-0.twimg.com/emoji/v2/svg/1f614.svg,#MatthewPerry,https://twitter.com/hashtag/MatthewPerry?src=hashtag_click,#Chandler,https://twitter.com/hashtag/Chandler?src=hashtag_click,#Friends,https://twitter.com/hashtag/Friends?src=hashtag_click,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718326770120954129,Oct 28,That First Person,21,14,426,https://twitter.com/RVCJ_FB/status/1718326770120954129/analytics,18K,https://abs-0.twimg.com/emoji/v2/svg/2764.svg,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718322989588992095,Oct 28,Crush!,17,11,272,https://twitter.com/RVCJ_FB/status/1718322989588992095/analytics,12K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718319216368189914,Oct 28,Fill In The Blanks,310,45,746,https://twitter.com/RVCJ_FB/status/1718319216368189914/analytics,83K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718312923419095316,Oct 28,Old Is Gold!,18,24,832,https://twitter.com/RVCJ_FB/status/1718312923419095316/analytics,15K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718310406475645170,Oct 28,These Apps,20,10,317,https://twitter.com/RVCJ_FB/status/1718310406475645170/analytics,18K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718307889876459710,Oct 28,Riteish & Genelia,67,316,9.3K,https://twitter.com/RVCJ_FB/status/1718307889876459710/analytics,127K,https://abs-0.twimg.com/emoji/v2/svg/1f49a.svg,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718301656046035416,Oct 28,Gareebi Mein Aata Geela Moment,24,50,1.2K,https://twitter.com/RVCJ_FB/status/1718301656046035416/analytics,26K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718299495924903960,Oct 28,Hunter's Moon,12,37,754,https://twitter.com/RVCJ_FB/status/1718299495924903960/analytics,15K,https://abs-0.twimg.com/emoji/v2/svg/1f31d.svg,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718295269169668436,Oct 28,Netherlands beats Bangladesh by 87 Runs,60,638,14K,https://twitter.com/RVCJ_FB/status/1718295269169668436/analytics,200K,,#BANvNED,https://twitter.com/hashtag/BANvNED?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#BANvsNED,https://twitter.com/hashtag/BANvsNED?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718292844312728044,Oct 28,You gotta feel sad for them,47,52,1.6K,https://twitter.com/RVCJ_FB/status/1718292844312728044/analytics,33K,https://abs-0.twimg.com/emoji/v2/svg/1f972.svg,#BANvNED,https://twitter.com/hashtag/BANvNED?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#BANvsNED,https://twitter.com/hashtag/BANvsNED?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1718285608479510714,Oct 28,Which is that current cricketer?,1K,217,5.7K,https://twitter.com/RVCJ_FB/status/1718285608479510714/analytics,332K,,,,,,,,,
