css-4rbku5 href,css-901oao,UserId,Tweet_Url,Date-time,Tweets,Comments,Retweets,Likes,css-4rbku5 href 6,Impressions,r-4qtqp9 src,css-4rbku5 2,css-4rbku5 href 7,css-4rbku5 3,css-4rbku5 href 8,css-4rbku5 4,css-4rbku5 href 9,css-4rbku5 5,css-4rbku5 href 10
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721789519211753742,10m,Moye Moye,6,1,131,https://twitter.com/RVCJ_FB/status/1721789519211753742/analytics,2K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721786785385349391,21m,That Moment!,11,9,241,https://twitter.com/RVCJ_FB/status/1721786785385349391/analytics,3.8K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721783772729774485,33m,,15,46,1.3K,https://twitter.com/RVCJ_FB/status/1721783772729774485/analytics,10K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721781100736057467,44m,Life Goal,20,11,399,https://twitter.com/RVCJ_FB/status/1721781100736057467/analytics,7.3K,https://abs-0.twimg.com/emoji/v2/svg/1f61b.svg,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721565195263439161,15h,Bangladesh beats Sri Lanka by 3 Wickets,32,167,4.1K,https://twitter.com/RVCJ_FB/status/1721565195263439161/analytics,51K,,#SLvBAN,https://twitter.com/hashtag/SLvBAN?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#SLvsBAN,https://twitter.com/hashtag/SLvsBAN?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721563174292627894,15h,This Lafda Not Getting Stop,17,54,1.9K,https://twitter.com/RVCJ_FB/status/1721563174292627894/analytics,28K,https://abs-0.twimg.com/emoji/v2/svg/1f602.svg,#SLvBAN,https://twitter.com/hashtag/SLvBAN?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#SLvsBAN,https://twitter.com/hashtag/SLvsBAN?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721557766538707185,15h,Nagin Dance,18,21,656,https://twitter.com/RVCJ_FB/status/1721557766538707185/analytics,11K,https://abs-0.twimg.com/emoji/v2/svg/1f602.svg,#SLvBAN,https://twitter.com/hashtag/SLvBAN?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#SLvsBAN,https://twitter.com/hashtag/SLvsBAN?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721555576055075071,15h,Sabka Time Aate Hai Shakib Bhai,78,289,7K,https://twitter.com/RVCJ_FB/status/1721555576055075071/analytics,152K,https://abs-0.twimg.com/emoji/v2/svg/1f602.svg,#SLvBAN,https://twitter.com/hashtag/SLvBAN?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#SLvsBAN,https://twitter.com/hashtag/SLvsBAN?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721553521391341725,15h,Mathews After Shakib's wicket,10,36,1K,https://twitter.com/RVCJ_FB/status/1721553521391341725/analytics,20K,,#SLvBAN,https://twitter.com/hashtag/SLvBAN?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#SLvsBAN,https://twitter.com/hashtag/SLvsBAN?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721552960650706982,15h,The Moment Of The Match,34,347,5.9K,https://twitter.com/RVCJ_FB/status/1721552960650706982/analytics,100K,https://abs-0.twimg.com/emoji/v2/svg/1f602.svg,#SLvBAN,https://twitter.com/hashtag/SLvBAN?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#SLvsBAN,https://twitter.com/hashtag/SLvsBAN?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721548149389681103,16h,Bas Kya Bhai,28,119,4.5K,https://twitter.com/RVCJ_FB/status/1721548149389681103/analytics,59K,https://abs-0.twimg.com/emoji/v2/svg/1f602.svg,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721545317466980418,16h,Artificial Rain,38,55,1.5K,https://twitter.com/RVCJ_FB/status/1721545317466980418/analytics,48K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721525979745603778,17h,Sachin Tendulkar met Afghanistan Players,16,65,1.7K,https://twitter.com/RVCJ_FB/status/1721525979745603778/analytics,19K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721521914164736361,17h,The Lafda Is Going On...,18,113,2.3K,https://twitter.com/RVCJ_FB/status/1721521914164736361/analytics,34K,,#SLvBAN,https://twitter.com/hashtag/SLvBAN?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#SLvsBAN,https://twitter.com/hashtag/SLvsBAN?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721517802173890647,18h,Ian Bishop speaks on Angelo Mathews' dismissals,147,517,8.5K,https://twitter.com/RVCJ_FB/status/1721517802173890647/analytics,381K,,#SLvBAN,https://twitter.com/hashtag/SLvBAN?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#SLvsBAN,https://twitter.com/hashtag/SLvsBAN?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721514146737394045,18h,Pura alag hi scene hai..,10,58,2.8K,https://twitter.com/RVCJ_FB/status/1721514146737394045/analytics,32K,https://abs-0.twimg.com/emoji/v2/svg/1f97a.svg,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721511851182444565,18h,India-Nepal,13,122,2.4K,https://twitter.com/RVCJ_FB/status/1721511851182444565/analytics,29K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721509413243228420,18h,Remember this moment?,38,175,4.4K,https://twitter.com/RVCJ_FB/status/1721509413243228420/analytics,104K,,#SLvBAN,https://twitter.com/hashtag/SLvBAN?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#SLvsBAN,https://twitter.com/hashtag/SLvsBAN?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721503081270243427,19h,The Memers Favourite,46,388,12K,https://twitter.com/RVCJ_FB/status/1721503081270243427/analytics,123K,https://abs-0.twimg.com/emoji/v2/svg/1f60d.svg,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721500349775937916,19h,Kudos to our Fielding coach T.Dilip,17,469,11K,https://twitter.com/RVCJ_FB/status/1721500349775937916/analytics,84K,https://abs-0.twimg.com/emoji/v2/svg/1f44f-1f3fb.svg,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721498598599545287,19h,Sara Ali Khan,159,518,17K,https://twitter.com/RVCJ_FB/status/1721498598599545287/analytics,818K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721475888045490349,20h,Angelo Mathews has been timed out against Bangladesh,99,268,4.3K,https://twitter.com/RVCJ_FB/status/1721475888045490349/analytics,229K,,#SLvBAN,https://twitter.com/hashtag/SLvBAN?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#SLvsBAN,https://twitter.com/hashtag/SLvsBAN?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721466365671019003,21h,Rashmika Mandanna Reacts On Her A.I Deep Fake Video,56,189,2.8K,https://twitter.com/RVCJ_FB/status/1721466365671019003/analytics,129K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721463891346268450,21h,Congratulations!,20,25,677,https://twitter.com/RVCJ_FB/status/1721463891346268450/analytics,15K,https://abs-0.twimg.com/emoji/v2/svg/1f44f.svg,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721457868225052990,22h,Phone's Battery,16,74,1.2K,https://twitter.com/RVCJ_FB/status/1721457868225052990/analytics,28K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721456778456838398,22h,Return Gift From King,28,79,2.3K,https://twitter.com/RVCJ_FB/status/1721456778456838398/analytics,75K,https://abs-0.twimg.com/emoji/v2/svg/1f451.svg,,https://twitter.com/imVkohli,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721455171761582570,22h,Team India,24,80,1.6K,https://twitter.com/RVCJ_FB/status/1721455171761582570/analytics,20K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721451037951979847,22h,Life Update,18,17,481,https://twitter.com/RVCJ_FB/status/1721451037951979847/analytics,14K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721448683731128695,22h,Sri Lankan Cricket,56,327,8K,https://twitter.com/RVCJ_FB/status/1721448683731128695/analytics,155K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721441338510672209,23h,What's The Procedure.??,15,14,338,https://twitter.com/RVCJ_FB/status/1721441338510672209/analytics,19K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721438758741189054,23h,During Festival,16,8,262,https://twitter.com/RVCJ_FB/status/1721438758741189054/analytics,10K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721436338946535571,23h,Chaleya Song,12,57,2K,https://twitter.com/RVCJ_FB/status/1721436338946535571/analytics,18K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721434009765572710,23h,Bhayankar Nashe Ho Rahe Hai...,135,158,3.7K,https://twitter.com/RVCJ_FB/status/1721434009765572710/analytics,174K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721408602697822605,Nov 6,Today is the real El Clasico Match,23,191,7.2K,https://twitter.com/RVCJ_FB/status/1721408602697822605/analytics,109K,,#SLvBAN,https://twitter.com/hashtag/SLvBAN?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#SLvsBAN,https://twitter.com/hashtag/SLvsBAN?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721403343745294493,Nov 6,Soan Papdi Jokes,23,17,559,https://twitter.com/RVCJ_FB/status/1721403343745294493/analytics,11K,https://abs-0.twimg.com/emoji/v2/svg/1f602.svg,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721396074244665356,Nov 6,Perfect Team Works!,63,727,12K,https://twitter.com/RVCJ_FB/status/1721396074244665356/analytics,148K,,#INDvSA,https://twitter.com/hashtag/INDvSA?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721393399054663897,Nov 6,Over-Speeding,13,12,277,https://twitter.com/RVCJ_FB/status/1721393399054663897/analytics,9.6K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721390908363682292,Nov 6,Bus Accident!,13,5,306,https://twitter.com/RVCJ_FB/status/1721390908363682292/analytics,9.4K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721388290283274447,Nov 6,Today's match,25,26,961,https://twitter.com/RVCJ_FB/status/1721388290283274447/analytics,16K,,#SLvBAN,https://twitter.com/hashtag/SLvBAN?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#SLvsBAN,https://twitter.com/hashtag/SLvsBAN?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721383303218127129,Nov 6,Captain Rohit Sharma won the best Fielder award..,48,1.6K,29K,https://twitter.com/RVCJ_FB/status/1721383303218127129/analytics,360K,,#INDvSA,https://twitter.com/hashtag/INDvSA?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsSA,https://twitter.com/hashtag/INDvsSA?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721218477770592360,Nov 5,What are your thought on Kushal Mendis' reply.??,1K,549,12K,https://twitter.com/RVCJ_FB/status/1721218477770592360/analytics,685K,,#INDvSA,https://twitter.com/hashtag/INDvSA?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsSA,https://twitter.com/hashtag/INDvsSA?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721204547178381374,Nov 5,Semi-Final matches (Probability Wise),69,309,5.6K,https://twitter.com/RVCJ_FB/status/1721204547178381374/analytics,139K,,#INDvSA,https://twitter.com/hashtag/INDvSA?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsSA,https://twitter.com/hashtag/INDvsSA?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721202265405673560,Nov 5,This is why he is Memers' favourite,334,3.3K,54K,https://twitter.com/RVCJ_FB/status/1721202265405673560/analytics,1.7M,https://abs-0.twimg.com/emoji/v2/svg/1f602.svg,#INDvSA,https://twitter.com/hashtag/INDvSA?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsSA,https://twitter.com/hashtag/INDvsSA?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721201368571285666,Nov 5,Perfect Birthday for Virat Kohli,19,177,1.8K,https://twitter.com/RVCJ_FB/status/1721201368571285666/analytics,38K,https://abs-0.twimg.com/emoji/v2/svg/1f410.svg,#INDvSA,https://twitter.com/hashtag/INDvSA?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsSA,https://twitter.com/hashtag/INDvsSA?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721197876670615621,Nov 5,Team Sri Lanka,19,21,784,https://twitter.com/RVCJ_FB/status/1721197876670615621/analytics,18K,,,,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721196424766050345,Nov 5,One More Record is waiting for Virat Kohli,23,429,5.4K,https://twitter.com/RVCJ_FB/status/1721196424766050345/analytics,39K,https://abs-0.twimg.com/emoji/v2/svg/1f410.svg,#INDvSA,https://twitter.com/hashtag/INDvSA?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsSA,https://twitter.com/hashtag/INDvsSA?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721195846841057545,Nov 5,Let’s take a moment and listen to Virat Kohli’s story to learn something in life,17,205,1.3K,https://twitter.com/RVCJ_FB/status/1721195846841057545/analytics,59K,https://abs-0.twimg.com/emoji/v2/svg/2764.svg,#INDvSA,https://twitter.com/hashtag/INDvSA?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsSA,https://twitter.com/hashtag/INDvsSA?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721194655650545682,Nov 5,Captain Rohit Sharma knows the Worth of Virat Kohli's Gritty Knock,45,1K,16K,https://twitter.com/RVCJ_FB/status/1721194655650545682/analytics,196K,https://abs-0.twimg.com/emoji/v2/svg/1f4af.svg,#INDvSA,https://twitter.com/hashtag/INDvSA?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsSA,https://twitter.com/hashtag/INDvsSA?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721195846841057545,Nov 5,Let’s take a moment and listen to Virat Kohli’s story to learn something in life,17,205,1.3K,https://twitter.com/RVCJ_FB/status/1721195846841057545/analytics,59K,https://abs-0.twimg.com/emoji/v2/svg/2764.svg,#INDvSA,https://twitter.com/hashtag/INDvSA?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsSA,https://twitter.com/hashtag/INDvsSA?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721187547307733334,Nov 5,MS Dhoni's Old Tweets on Jaddu,28,538,8.1K,https://twitter.com/RVCJ_FB/status/1721187547307733334/analytics,131K,,#INDvSA,https://twitter.com/hashtag/INDvSA?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsSA,https://twitter.com/hashtag/INDvsSA?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721185929904427314,Nov 5,Virat Kohli on his hero Sachin Tendulkar,25,511,10K,https://twitter.com/RVCJ_FB/status/1721185929904427314/analytics,62K,https://abs-0.twimg.com/emoji/v2/svg/1f91d.svg,#INDvSA,https://twitter.com/hashtag/INDvSA?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsSA,https://twitter.com/hashtag/INDvsSA?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721184368662921352,Nov 5,India to South Africa,13,116,1.8K,https://twitter.com/RVCJ_FB/status/1721184368662921352/analytics,21K,,#INDvSA,https://twitter.com/hashtag/INDvSA?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsSA,https://twitter.com/hashtag/INDvsSA?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721175944197480587,Nov 5,Haters Be Like: Kohli Fast Khelta Toh South Africa Waale Zyaada Runs Se Haarte,54,341,4.8K,https://twitter.com/RVCJ_FB/status/1721175944197480587/analytics,88K,https://abs-0.twimg.com/emoji/v2/svg/1f92a.svg,#INDvSA,https://twitter.com/hashtag/INDvSA?src=hashtag_click,,,,,,
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721175687028224391,Nov 5,Captain Leading from the front,20,807,12K,https://twitter.com/RVCJ_FB/status/1721175687028224391/analytics,85K,https://abs-0.twimg.com/emoji/v2/svg/1f60d.svg,#INDvSA,https://twitter.com/hashtag/INDvSA?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsSA,https://twitter.com/hashtag/INDvsSA?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721174841464672767,Nov 5,KOHLI KO BOWLING DO!!,15,55,835,https://twitter.com/RVCJ_FB/status/1721174841464672767/analytics,16K,https://abs-0.twimg.com/emoji/v2/svg/1f605.svg,#INDvSA,https://twitter.com/hashtag/INDvSA?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsSA,https://twitter.com/hashtag/INDvsSA?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721173672369721754,Nov 5,Any Guesses?,224,141,5.4K,https://twitter.com/RVCJ_FB/status/1721173672369721754/analytics,223K,https://abs-0.twimg.com/emoji/v2/svg/1f602.svg,#INDvSA,https://twitter.com/hashtag/INDvSA?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsSA,https://twitter.com/hashtag/INDvsSA?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721172574586241337,Nov 5,Ravi Shastri spitting the facts..,17,376,6.6K,https://twitter.com/RVCJ_FB/status/1721172574586241337/analytics,45K,,#INDvSA,https://twitter.com/hashtag/INDvSA?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsSA,https://twitter.com/hashtag/INDvsSA?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721171038728527884,Nov 5,"Bhai woh 500+ International khela hai, Usko mat seekhao..",59,466,5.4K,https://twitter.com/RVCJ_FB/status/1721171038728527884/analytics,95K,,#INDvSA,https://twitter.com/hashtag/INDvSA?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsSA,https://twitter.com/hashtag/INDvsSA?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721169800981069851,Nov 5,The Way Virat Kohli Charges Cricket Fans,25,185,2.4K,https://twitter.com/RVCJ_FB/status/1721169800981069851/analytics,20K,https://abs-0.twimg.com/emoji/v2/svg/1f525.svg,#INDvSA,https://twitter.com/hashtag/INDvSA?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsSA,https://twitter.com/hashtag/INDvsSA?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721168658951794760,Nov 5,Rohit Sharma on DRS Call,34,1.4K,26K,https://twitter.com/RVCJ_FB/status/1721168658951794760/analytics,293K,,#INDvSA,https://twitter.com/hashtag/INDvSA?src=hashtag_click,#ODIWorldCup2023,https://twitter.com/hashtag/ODIWorldCup2023?src=hashtag_click,#ICCWorldCup2023,https://twitter.com/hashtag/ICCWorldCup2023?src=hashtag_click,#INDvsSA,https://twitter.com/hashtag/INDvsSA?src=hashtag_click
https://twitter.com/RVCJ_FB,RVCJ Media,@RVCJ_FB,https://twitter.com/RVCJ_FB/status/1721167930010800407,Nov 5,What South Africa Was Doing To Other Teams Is Exactly Being Done To Them By Indian Team,37,108,2.1K,https://twitter.com/RVCJ_FB/status/1721167930010800407/analytics,24K,https://abs-0.twimg.com/emoji/v2/svg/1f60e.svg,#INDvSA,https://twitter.com/hashtag/INDvSA?src=hashtag_click,,,,,,
