UserId,Tweet_Url,Date-Time,LIkes,Comments,Retweets,,Tweets
@wylieesofia,https://twitter.com/wylieesofia/status/1721653383071666534,Nov-07,1,2,,584,"my fellow puppy love kiss truther and one of my absolutely favorite people on earth. isha just always gets me. she is also so incredibly sweet like how can someone be so kind? i love u very much isha, i hope ur bday has been amazing so far and continues to be amazing!!"
@wylieesofia,https://twitter.com/wylieesofia/status/1721555730816237913,Nov-06,1,1,@wylieesofia,154,i need their s3 endgame
@wylieesofia,https://twitter.com/wylieesofia/status/1721638737870745877,Nov-07,20,,,452,she’s the sweetest person ever
@wylieesofia,https://twitter.com/wylieesofia/status/1721625193049682151,Nov-07,28,137,,2.4K,wish i could watch this for the first time again
·,https://twitter.com/wylieesofia/status/1721558469407318519,Nov-06,,,,,
@wylieesofia,https://twitter.com/wylieesofia/status/1721555730816237913,Nov-06,1,1,@wylieesofia,154,i need their s3 endgame
,,,,,,,
·,https://twitter.com/wylieesofia/status/1721592315003736468,Nov-06,Sign of the Times,Harry Styles · Song · 2017,,,
@wylieesofia,https://twitter.com/wylieesofia/status/1721622761112567996,Nov-07,1,1,,188,
@wylieesofia,https://twitter.com/wylieesofia/status/1721609238307356691,Nov-07,3,33,195,4.9K,HE LOVES HER SO MUCH
@wylieesofia,https://twitter.com/wylieesofia/status/1721555730816237913,Nov-06,1,1,@wylieesofia,154,i need their s3 endgame
@wylieesofia,https://twitter.com/wylieesofia/status/1721625193049682151,Nov-07,28,137,,2.4K,wish i could watch this for the first time again
@wylieesofia,https://twitter.com/wylieesofia/status/1721595614415196606,Nov-06,1,2,,221,I NEED TO KNOW IF ITS REAL OR NOT
@wylieesofia,https://twitter.com/wylieesofia/status/1721593803608305901,Nov-06,2,11,,394,IM GONNA CRY
@wylieesofia,https://twitter.com/wylieesofia/status/1721625193049682151,Nov-07,28,137,,2.4K,wish i could watch this for the first time again
@wylieesofia,https://twitter.com/wylieesofia/status/1721593423038120276,Nov-06,5,,,356,KING
@wylieesofia,https://twitter.com/wylieesofia/status/1721593042732187935,Nov-06,2,,,432,ANA X JOSH SOON (hopefully)
@wylieesofia,https://twitter.com/wylieesofia/status/1721593042732187935,Nov-06,2,,,432,ANA X JOSH SOON (hopefully)
@wylieesofia,https://twitter.com/wylieesofia/status/1721592574824370441,Nov-06,9,56,,1K,JB1 THIS MONTH
@wylieesofia,https://twitter.com/wylieesofia/status/1721579469163397170,Nov-06,1,1,@wylieesofia,85,
@wylieesofia,https://twitter.com/wylieesofia/status/1721578629107183875,Nov-06,4,3,,1.5K,pls someone
@wylieesofia,https://twitter.com/wylieesofia/status/1721561503172571404,Nov-06,12,89,,1.1K,they’re soulmates
@wylieesofia,https://twitter.com/wylieesofia/status/1721592574824370441,Nov-06,9,56,,1K,JB1 THIS MONTH
@kazzlesupremacy,https://twitter.com/kazzlesupremacy/status/1721558856365392310,Nov-06,33,69,152,9.3K,: je te laisserai de mots
@wylieesofia,https://twitter.com/wylieesofia/status/1721532896228376882,Nov-06,1,1,@wylieesofia,94,my babies
@wylieesofia,https://twitter.com/wylieesofia/status/1721592574824370441,Nov-06,9,56,,1K,JB1 THIS MONTH
@wylieesofia,https://twitter.com/wylieesofia/status/1721561503172571404,Nov-06,12,89,,1.1K,they’re soulmates
@wylieesofia,https://twitter.com/wylieesofia/status/1721554783302041672,Nov-06,2,10,92,1.5K,"i would stay forever if you say, ""don't go"""
@wylieesofia,https://twitter.com/wylieesofia/status/1721533274588074483,Nov-06,1,,,127,NEW TATE ALBUM IM SO EXCITED
@wylieesofia,https://twitter.com/wylieesofia/status/1721561503172571404,Nov-06,12,89,,1.1K,they’re soulmates
@wylieesofia,https://twitter.com/wylieesofia/status/1721532896228376882,Nov-06,1,1,@wylieesofia,94,my babies
@wylieesofia,https://twitter.com/wylieesofia/status/1721533274588074483,Nov-06,1,,,127,NEW TATE ALBUM IM SO EXCITED
@safeforbassett,https://twitter.com/safeforbassett/status/1721309101660033067,Nov-06,1,26,200,2.9K,
@wylieesofia,https://twitter.com/wylieesofia/status/1721528052616667461,Nov-06,16,127,,2.5K,
@wylieesofia,https://twitter.com/wylieesofia/status/1721528052616667461,Nov-06,16,127,,2.5K,
@wylieesofia,https://twitter.com/wylieesofia/status/1721496875675627586,Nov-06,1,4,20,596,i miss him so much
@wylieesofia,https://twitter.com/wylieesofia/status/1721484863084085342,Nov-06,1,23,163,1.7K,wdym this is real and not just a product of my imagination??
@wylieesofia,https://twitter.com/wylieesofia/status/1721484334429855849,Nov-06,23,,,398,i hope my next breath is my last
@wylieesofia,https://twitter.com/wylieesofia/status/1721496875675627586,Nov-06,1,4,20,596,i miss him so much
@wylieesofia,https://twitter.com/wylieesofia/status/1721480610382741977,Nov-06,20,103,,3.9K,this is all of us rn
@kazzlesupremacy,https://twitter.com/kazzlesupremacy/status/1721392098702746011,Nov-06,9,46,115,5.4K,: heaven
@rinasnonsense,https://twitter.com/rinasnonsense/status/1721382317564870958,Nov-06,1,10,104,1.4K,no one touch me.
@wylieesofia,https://twitter.com/wylieesofia/status/1721430687935344719,Nov-06,3,,Show more,364,i’m sobbing
@wylieesofia,https://twitter.com/wylieesofia/status/1721430527406739647,Nov-06,2,14,,530,GOODMORNING ITS ISHA DAYYY!!
@wylieesofia,https://twitter.com/wylieesofia/status/1721430223856554325,Nov-06,1,2,11,851,HAPPY BIRTHDAY TO MY SWEET ISHA
@wylieesofia,https://twitter.com/wylieesofia/status/1721320960962289884,Nov-06,3,15,,475,"it’s like 2am here and i’m really tired so i should really head to bed, goodnight y’all <3"
@wylieesofia,https://twitter.com/wylieesofia/status/1721319946498502806,Nov-06,9,38,,623,"she loves mabel so much, like that’s her baby"
@wylieesofia,https://twitter.com/wylieesofia/status/1721316014174953944,Nov-06,8,,,247,she’s so unserious for this
@wylieesofia,https://twitter.com/wylieesofia/status/1721314541395411283,Nov-06,2,68,,823,she’s the best dog mommy ever
@wylieesofia,https://twitter.com/wylieesofia/status/1721430223856554325,Nov-06,1,2,11,851,HAPPY BIRTHDAY TO MY SWEET ISHA
@wylieesofia,https://twitter.com/wylieesofia/status/1721314541395411283,Nov-06,2,68,,823,she’s the best dog mommy ever
@wylieesofia,https://twitter.com/wylieesofia/status/1721314125676970100,Nov-06,4,,,167,i am obsessed with her shirt like it’s so cute
@wylieesofia,https://twitter.com/wylieesofia/status/1721313669919764597,Nov-06,1,17,,448,josh now is ur turn
@wylieesofia,https://twitter.com/wylieesofia/status/1721313311592010149,Nov-06,1,36,,489,I MISSED HER SO MUCH LIKE U DONT GET IT
@wylieesofia,https://twitter.com/wylieesofia/status/1721311968701608007,Nov-06,1,2,,210,princess came home i had to
@wylieesofia,https://twitter.com/wylieesofia/status/1721313669919764597,Nov-06,1,17,,448,josh now is ur turn
@rinasluvvr,https://twitter.com/rinasluvvr/status/1721310646292160788,Nov-06,18,60,150,5.8K,: Day 1- Secret Makeouts
@wylieesofia,https://twitter.com/wylieesofia/status/1721310800579571818,Nov-06,2,31,,424,SOFIAAA MY PRINCESS
@wylieesofia,https://twitter.com/wylieesofia/status/1721309892177211707,Nov-06,1,2,,301,in my defense liza is the one who said josh and darren are tethered so who is the one to blame here? i just showed some proof
@wylieesofia,https://twitter.com/wylieesofia/status/1721307180328964513,Nov-06,4,4,,3.1K,trust men or be the best fictional character
@wylieesofia,https://twitter.com/wylieesofia/status/1721306783585558858,Nov-06,5,59,,4.3K,"when you open pinterest, what are the first four photos that show up?"
@wylieesofia,https://twitter.com/wylieesofia/status/1721303303454101991,Nov-06,1,11,,637,
@wylieesofia,https://twitter.com/wylieesofia/status/1721303136453710328,Nov-06,3,24,,393,i’m still here
@wylieesofia,https://twitter.com/wylieesofia/status/1721302210204586168,Nov-06,2,read image description,ALT,204,get him back and love is embarrassing
@wylieesofia,https://twitter.com/wylieesofia/status/1721301014400090144,Nov-06,6,,,127,so cute
@rinasbsst,https://twitter.com/rinasbsst/status/1721298998298870184,Nov-06,5,31,86,2.6K,: so kiss me
@wylieesofia,https://twitter.com/wylieesofia/status/1721300898922541249,Nov-06,2,5,Show more,721,samira is so not prepared for what’s gonna happen next
@wylieesofia,https://twitter.com/wylieesofia/status/1721299031979094483,Nov-06,1,5,47,898,so i don’t know how to make edits or write fics so here is 4 of my favorite rina kisses for day one of rina week ur welcome
@wylieesofia,https://twitter.com/wylieesofia/status/1721295948662345903,Nov-06,2,2,112,1.4K,THE HANDS IM GONNA OFF MYSELF
@wylieesofia,https://twitter.com/wylieesofia/status/1721295685473976330,Nov-06,3,,,282,
@wylieesofia,https://twitter.com/wylieesofia/status/1721295292866134521,Nov-06,8,59,,830,THIS IS SO CUTE
@wylieesofia,https://twitter.com/wylieesofia/status/1721295023902249249,Nov-06,3,,,365,"joshua bassett wrote doppelgänger and all in due time for me and me only. i don’t care if it’s your favorite, it is mine. i am the only one that has the right to claim it. ignore listening to it. if it comes on shuffle, close your ears. it’s final."
@wylieesofia,https://twitter.com/wylieesofia/status/1721292528597528703,Nov-06,5,,,283,SHUT UP THIS IS SO CUTE
@wylieesofia,https://twitter.com/wylieesofia/status/1721291550045376850,Nov-06,,(1/2),Show more,224,THIS WAS EVERYTHING
@wylieesofia,https://twitter.com/wylieesofia/status/1721290584738897959,Nov-06,1,1,Show more,397,this was so cute
@wylieesofia,https://twitter.com/wylieesofia/status/1721290122237231179,Nov-06,3,,,195,THIS IS SO ADORABLE
@wylieesofia,https://twitter.com/wylieesofia/status/1721290584738897959,Nov-06,1,1,Show more,397,this was so cute
@limbobassett,https://twitter.com/limbobassett/status/1721277936517677460,Nov-06,19,33,111,3.4K,: secret makeouts
@wylieesofia,https://twitter.com/wylieesofia/status/1721274985661051179,Nov-06,1,1,9,662,THIS WAS SO CUTE
@wylieesofia,https://twitter.com/wylieesofia/status/1721264358624198959,Nov-06,1,2,,370,KAYLEE MET SAYLOR NO WAY!?!?
@wylieesofia,https://twitter.com/wylieesofia/status/1721255738813681853,Nov-06,2,14,111,1.6K,SHE LOVES HIM SO MUCH
@wylieesofia,https://twitter.com/wylieesofia/status/1721239380638003509,Nov-06,4,1,17,613,ISHA DAY TOMORROW AHH!!
@wylieesofia,https://twitter.com/wylieesofia/status/1721230077625581843,Nov-05,11,126,,1.2K,THEYRE SO SICK
@wylieesofia,https://twitter.com/wylieesofia/status/1721222955617710458,Nov-05,41,,,550,THIS IS SO CUTE
@limbobassett,https://twitter.com/limbobassett/status/1721277936517677460,Nov-06,19,33,111,3.4K,: secret makeouts
@kazzlesupremacy,https://twitter.com/kazzlesupremacy/status/1721220578177155132,Nov-05,34,62,129,6K,: like i want you
@wylieesofia,https://twitter.com/wylieesofia/status/1721230077625581843,Nov-05,11,126,,1.2K,THEYRE SO SICK
@kazzlesupremacy,https://twitter.com/kazzlesupremacy/status/1721220578177155132,Nov-05,34,62,129,6K,: like i want you
@wylieesofia,https://twitter.com/wylieesofia/status/1721156524444197060,Nov-05,1,1,14,859,
@wylieesofia,https://twitter.com/wylieesofia/status/1721122980468523300,Nov-05,13,,,623,i love them sm
@wylieesofia,https://twitter.com/wylieesofia/status/1721111674629881998,Nov-05,1,4,70,1K,RINA WEEK STARTS TODAY WHOS EXCITED
@wylieesofia,https://twitter.com/wylieesofia/status/1721096441169318008,Nov-05,2,26,,627,goodmorning <3
@wylieesofia,https://twitter.com/wylieesofia/status/1720928601158164846,Nov-05,56,,,845,i love women
@wylieesofia,https://twitter.com/wylieesofia/status/1721111674629881998,Nov-05,1,4,70,1K,RINA WEEK STARTS TODAY WHOS EXCITED
@wylieesofia,https://twitter.com/wylieesofia/status/1720928601158164846,Nov-05,56,,,845,i love women
@wylieesofia,https://twitter.com/wylieesofia/status/1720924423136428319,Nov-05,4,46,,1K,goodnight <3 sorry for being so inactive today i just wasn’t in the mood i guess
@wylieesofia,https://twitter.com/wylieesofia/status/1720915811462713526,Nov-05,1,,,449,expose yourself
@wylieesofia,https://twitter.com/wylieesofia/status/1720914809426714737,Nov-05,6,114,,1.3K,jumping off a cliff
@wylieesofia,https://twitter.com/wylieesofia/status/1720928601158164846,Nov-05,56,,,845,i love women
@wylieesofia,https://twitter.com/wylieesofia/status/1720924423136428319,Nov-05,4,46,,1K,goodnight <3 sorry for being so inactive today i just wasn’t in the mood i guess
@wylieesofia,https://twitter.com/wylieesofia/status/1720914809426714737,Nov-05,6,114,,1.3K,jumping off a cliff
@wylieesofia,https://twitter.com/wylieesofia/status/1720902747195576545,Nov-05,5,11,97,4K,dinner is ready rina
@wylieesofia,https://twitter.com/wylieesofia/status/1720900857221276026,Nov-05,33,,,1K,she looks so good
@wylieesofia,https://twitter.com/wylieesofia/status/1720899910403285386,Nov-05,39,,,541,"sofia moved, josh now is ur turn."
@wylieesofia,https://twitter.com/wylieesofia/status/1720898994514108514,Nov-05,38,,,944,her mom is so real
@wylieesofia,https://twitter.com/wylieesofia/status/1720898834870526112,Nov-05,3,48,,784,this trio >>>
@wylieesofia,https://twitter.com/wylieesofia/status/1720914809426714737,Nov-05,6,114,,1.3K,jumping off a cliff
@wylieesofia,https://twitter.com/wylieesofia/status/1720898994514108514,Nov-05,38,,,944,her mom is so real
@wylieesofia,https://twitter.com/wylieesofia/status/1720834838385610924,Nov-04,20,,,848,she’s so good
@safeforbassett,https://twitter.com/safeforbassett/status/1720468147868692966,Nov-03,1,37,239,5.7K,
@wylieesofia,https://twitter.com/wylieesofia/status/1720699800486596746,Nov-04,2,42,,818,goodmorning <3
@wylieesofia,https://twitter.com/wylieesofia/status/1720898994514108514,Nov-05,38,,,944,her mom is so real
@wylieesofia,https://twitter.com/wylieesofia/status/1720834838385610924,Nov-04,20,,,848,she’s so good
@wylieesofia,https://twitter.com/wylieesofia/status/1720584221901586761,Nov-04,4,63,0:08,2.2K,what is your user based on
@wylieesofia,https://twitter.com/wylieesofia/status/1720834838385610924,Nov-04,20,,,848,she’s so good
@wylieesofia,https://twitter.com/wylieesofia/status/1720583509033582599,Nov-04,5,57,,923,goodnight <3
@ihrtguts,https://twitter.com/ihrtguts/status/1720580175036129339,Nov-04,2,20,Olivia Rodrigo,557,do u get deja vu?
@wylieesofia,https://twitter.com/wylieesofia/status/1720584221901586761,Nov-04,4,63,0:08,2.2K,what is your user based on
@wylieesofia,https://twitter.com/wylieesofia/status/1720579453917573334,Nov-04,2,2,2,1K,ted and robin getting back together at the end of how i met your mother like what was the reason??
@wylieesofia,https://twitter.com/wylieesofia/status/1720573510974648638,Nov-04,5,open.spotify.com/track/0vJBL4Dx,9aVFsHSqdApU3H?si=2645f4884d934db9,380,DESERVED
@wylieesofia,https://twitter.com/wylieesofia/status/1720537335463362895,Nov-04,5,,,548,time for bed you aren’t a maybe you’re a yes
@wylieesofia,https://twitter.com/wylieesofia/status/1720584221901586761,Nov-04,4,63,0:08,2.2K,what is your user based on
@wylieesofia,https://twitter.com/wylieesofia/status/1720583509033582599,Nov-04,5,57,,923,goodnight <3
@wylieesofia,https://twitter.com/wylieesofia/status/1720529724475052280,Nov-04,4,2,6,1.5K,what tweet is ur roman empire?
@wylieesofia,https://twitter.com/wylieesofia/status/1720523283802599562,Nov-04,2,24,,1.8K,IM CRYING
@wylieesofia,https://twitter.com/wylieesofia/status/1720509331437670582,Nov-04,14,129,,1.5K,MY GIRL IS GLOWING
@heybassett,https://twitter.com/heybassett/status/1720496122286739952,Nov-03,10,41,500,11K,joshua bassett is the definition of “right place right time” THAT IS WILD
@wylieesofia,https://twitter.com/wylieesofia/status/1720505403090383318,Nov-03,1,7,94,1.4K,ricky when gina
@wylieesofia,https://twitter.com/wylieesofia/status/1720501424264446382,Nov-03,3,41,@hsmseries,1.5K,it’s over
@wylieesofia,https://twitter.com/wylieesofia/status/1720485103829242299,Nov-03,5,9,,893,stolen from tl! pls someone i’m so bored
@wylieesofia,https://twitter.com/wylieesofia/status/1720509331437670582,Nov-04,14,129,,1.5K,MY GIRL IS GLOWING
@wylieesofia,https://twitter.com/wylieesofia/status/1720476271371583743,Nov-03,9,98,,1.3K,paper snatch scene you will always be loved by me
@wylieesofia,https://twitter.com/wylieesofia/status/1720475659795943928,Nov-03,3,,,319,my everything
@wylieesofia,https://twitter.com/wylieesofia/status/1720509331437670582,Nov-04,14,129,,1.5K,MY GIRL IS GLOWING
@wylieesofia,https://twitter.com/wylieesofia/status/1720501424264446382,Nov-03,3,41,@hsmseries,1.5K,it’s over
@wylieesofia,https://twitter.com/wylieesofia/status/1720456314478841971,Nov-03,50,269,,8.4K,they weren’t even together
@wylieesofia,https://twitter.com/wylieesofia/status/1720454508042461268,Nov-03,3,65,,1.2K,they’re so tethered
@wylieesofia,https://twitter.com/wylieesofia/status/1720501424264446382,Nov-03,3,41,@hsmseries,1.5K,it’s over
@wylieesofia,https://twitter.com/wylieesofia/status/1720476271371583743,Nov-03,9,98,,1.3K,paper snatch scene you will always be loved by me
@wylieesofia,https://twitter.com/wylieesofia/status/1720449456703705329,Nov-03,1,,Show more,354,they raised me
@wylieesofia,https://twitter.com/wylieesofia/status/1720476271371583743,Nov-03,9,98,,1.3K,paper snatch scene you will always be loved by me
@wylieesofia,https://twitter.com/wylieesofia/status/1720447693267390776,Nov-03,6,,,264,"“it was coming from a real place, locally sourced.” corey is so"
@wylieesofia,https://twitter.com/wylieesofia/status/1720446822290731301,Nov-03,19,136,,2.7K,no one loves this scene more than i do
@wylieesofia,https://twitter.com/wylieesofia/status/1720391587329376412,Nov-03,8,70,,1.8K,
@wylieesofia,https://twitter.com/wylieesofia/status/1720449456703705329,Nov-03,1,,Show more,354,they raised me
@wylieesofia,https://twitter.com/wylieesofia/status/1720390538149429403,Nov-03,1,10,153,1.8K,i’m obsessed with the way she touches his chin
@wylieesofia,https://twitter.com/wylieesofia/status/1720388287204827593,Nov-03,6,,,370,
@wylieesofia,https://twitter.com/wylieesofia/status/1720449456703705329,Nov-03,1,,Show more,354,they raised me
@wylieesofia,https://twitter.com/wylieesofia/status/1720446822290731301,Nov-03,19,136,,2.7K,no one loves this scene more than i do
@wylieesofia,https://twitter.com/wylieesofia/status/1720380462487490870,Nov-03,7,46,,1K,exactly
@wylieesofia,https://twitter.com/wylieesofia/status/1720446822290731301,Nov-03,19,136,,2.7K,no one loves this scene more than i do
@wylieesofia,https://twitter.com/wylieesofia/status/1720390538149429403,Nov-03,1,10,153,1.8K,i’m obsessed with the way she touches his chin
@wylieesofia,https://twitter.com/wylieesofia/status/1720380462487490870,Nov-03,7,46,,1K,exactly
@wylieesofia,https://twitter.com/wylieesofia/status/1720379773661118919,Nov-03,2,11,,295,she’s so beautiful
@wylieesofia,https://twitter.com/wylieesofia/status/1720379585831772613,Nov-03,1,9,,392,i need to see niall live so bad
@wylieesofia,https://twitter.com/wylieesofia/status/1720378714284769369,Nov-03,1,6,,287,i love niall so much
@wylieesofia,https://twitter.com/wylieesofia/status/1720373524773130330,Nov-03,2,,,120,shut up it’s SO GOOD
@wylieesofia,https://twitter.com/wylieesofia/status/1720370165722800357,Nov-03,1,1,15,721,isha is doing gods work
@wylieesofia,https://twitter.com/wylieesofia/status/1720370100471996717,Nov-03,1,6,42,763,this hurt
@wylieesofia,https://twitter.com/wylieesofia/status/1720380462487490870,Nov-03,7,46,,1K,exactly
@wylieesofia,https://twitter.com/wylieesofia/status/1720379585831772613,Nov-03,1,9,,392,i need to see niall live so bad
@oliviarodrigo,https://twitter.com/oliviarodrigo/status/1720299413862772767,Nov-03,1.2K,8.4K,49K,1.1M,yayayayyyy!!!! my new song “Can’t Catch Me Now” from the
@wylieesofia,https://twitter.com/wylieesofia/status/1720360470312292423,Nov-03,1,7,,263,SHES GLOWING
@wylieesofia,https://twitter.com/wylieesofia/status/1720370100471996717,Nov-03,1,6,42,763,this hurt
@wylieesofia,https://twitter.com/wylieesofia/status/1720340716168118486,Nov-03,4,24,,508,goodmorning <3
@wylieesofia,https://twitter.com/wylieesofia/status/1720218834425065668,Nov-03,32,,,432,goodnight <3
@wylieesofia,https://twitter.com/wylieesofia/status/1720218444895863230,Nov-03,1,29,220,2.4K,i understand ricky so well like i would fall in love with her too
@wylieesofia,https://twitter.com/wylieesofia/status/1720216443055116460,Nov-03,1,,,177,HOW CAN ANYONE HATE HIM I DONT UNDERSTAND
@wylieesofia,https://twitter.com/wylieesofia/status/1720202233432736005,Nov-03,7,100,,1K,she was thinking about ricky
@wylieesofia,https://twitter.com/wylieesofia/status/1720202044114444781,Nov-03,14,166,,1.5K,the fact that she smiles at ricky
