css-4rbku5 href 2,UserId,Tweet_Url,Date-time,Tweets,css-4rbku5 href 6,Comments,Retweets,Likes,Impressions,css-4rbku5 3
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1638201720575606787,Mar 21,"And if you’re looking for ways to help out in your community, sign up to volunteer with",https://t.co/ZIhxkfsYmq,145,774,2.4K,1M,@WisDems
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1637574955637383171,Mar 20,Here’s an example of a smart policy that gets rid of unnecessary college degree requirements and reduces barriers to good paying jobs. I hope other states follow suit!,https://t.co/ik8SOeoMem,1.2K,4.1K,24K,3.6M,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1635393390379675652,Mar 14,I'm incredibly proud and inspired by,,478,908,7.2K,2.8M,@BSW5020
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1634245908190601231,Mar 10,"For Women's History Month, I wanted to share the stories of Cary and Sharika—two women who've been building the Obama Presidential Center on the South Side of Chicago. I met them last year while visiting the site. Read their stories here:",,581,915,5.2K,1.1M,
,,,,,,,,,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1633574144791937026,Mar 9,"This International Women's Day, read how",https://t.co/m49a4abtjk,540,1.3K,7.9K,1.3M,@MichelleObama
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1632218360992743426,Mar 5,"Judy Heumann dedicated her life to the fight for civil rights—starting as a young organizer at Camp Jened and later helping lead the disability rights movement. Michelle and I were fortunate to work with Judy over the years, and are thinking of her family and friends.",https://twitter.com/BarackObama/status/1632218360992743426/photo/1,894,2.8K,16K,2.6M,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1631293304322097154,Mar 2,"“Fired up. Ready to go!” Edith Childs understands the power of a single voice, and she used those words to light up a room during my campaign stop in Greenwood, SC back in 2007.

I recently caught up with Edith, who just retired after 24 years in public service. Take a look:",,1.3K,3.6K,21K,2.3M,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1630615307759894638,Feb 28,"Real change happens one person, one community, one connection at a time. If you’re an emerging leader in Chicago, Detroit, or Jackson — I hope you’ll check out this new initiative to bring people from different backgrounds together to help solve local problems.",,774,1.3K,7.3K,2.8M,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1630336174509154304,Feb 28,I’m so proud of the work we’ve done at,https://twitter.com/MBK_Alliance/status/1630268003873955840/photo/1,493,949,7.1K,2.9M,@MBK_Alliance
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1631293304322097154,Mar 2,"“Fired up. Ready to go!” Edith Childs understands the power of a single voice, and she used those words to light up a room during my campaign stop in Greenwood, SC back in 2007.

I recently caught up with Edith, who just retired after 24 years in public service. Take a look:",,1.3K,3.6K,21K,2.3M,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1628055907040124928,Feb 21,"I’m excited to announce that 105 inspiring young people from across Africa, Asia-Pacific, and Europe will be joining the",,1.1K,1.4K,9.9K,1.9M,@ObamaFoundation
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1627361243689254914,Feb 19,"Dr. Blank's four years serving in my administration was just one part of her extraordinary life. Whether in government or academia, she devoted her career to reducing inequality and increasing opportunities for others, and made everyone around her better.",,630,1.3K,9.9K,2.3M,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1625495400470958082,Feb 14,"Happy Valentine’s Day to the one and only,",https://twitter.com/BarackObama/status/1625495400470958082/photo/1,10K,18K,420K,18M,@MichelleObama
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1625143593286438912,Feb 13,Congratulations to the Kansas City,,692,2.1K,28K,3M,@Chiefs
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1622770990710235136,Feb 7,"The scale of devastation after the earthquakes in Türkiye and Syria is almost unimaginable. Michelle and I are thinking of the thousands of people who have been affected, including Syrian refugees. Here are some resources for anyone looking to help.",,1.1K,2.5K,13K,3.3M,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1620905250742730756,Feb 2,"Black History Month is about the shared experience of all Black Americans whose lives have shaped, challenged, and ultimately strengthened America.",https://twitter.com/BarackObama/status/1620905250742730756/analytics,,,,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1620905252533997568,Feb 2,"At my last Black History Month celebration at the White House, we had folks of all ages come together to celebrate—including Clark Reynolds. I hope we'll continue to build a brighter future for young people like him.",https://twitter.com/BarackObama/status/1620905252533997568/photo/1,635,1.5K,12K,1.2M,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1616587330701123584,Jan 21,Prime Minister,https://twitter.com/BarackObama/status/1616587330701123584/photo/1,9.2K,9.3K,102K,7.4M,@JacindaArdern
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1616557042625400848,Jan 21,Proud to see,https://twitter.com/SecBlinken/status/1616496394814251010/photo/1,374,759,4.6K,1.6M,@SecBlinken
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1616519126469742592,Jan 21,Today marks two years since the Biden-Harris administration began. I’ve been reflecting on how fortunate we’ve been to have the steady leadership of,https://twitter.com/BarackObama/status/1616519126469742592/analytics,and,read image description,ALT,—and all the public servants working to deliver for folks across the country.,@POTUS
,,,,,,,,,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1616519130965835781,Jan 21,"And for the first time in nearly 30 years, Congress was able to pass significant gun safety legislation to help save lives.",https://twitter.com/BarackObama/status/1616519130965835781/analytics,,,,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1616519132035403776,Jan 21,All this while solidifying our alliances and offering a guiding hand during a time of increasing global conflict and upheaval. I’m grateful for all that President Biden and Vice President Harris have done for the American people. And I know they’re just getting started.,,450,1K,6.9K,888K,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1616519129778847758,Jan 21,"Under the leadership of the Biden-Harris administration, our economy has added more than 10.7 million jobs. President Biden also worked across the aisle to rebuild our infrastructure and invest in American manufacturing.",,238,774,5.2K,599K,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1615771022862548995,Jan 18,Applications are now open for our new,,598,1.2K,5.6K,1.2M,@ObamaFoundation
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1615348849240834048,Jan 17,"Happy birthday,",https://twitter.com/BarackObama/status/1615348849240834048/photo/1,8.9K,17K,325K,13M,@MichelleObama
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1615100038409248769,Jan 17,"Today we pay tribute to the extraordinary life and legacy of Dr. King, and reflect on the lessons he taught us. Thanks to everyone who joined the",,658,1.8K,16K,1.6M,@ObamaFoundation
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1614012087159726081,Jan 14,I’ll always be proud to have my name associated with a program that’s helping folks get the health care they need.,https://twitter.com/BarackObama/status/1614012087159726081/analytics,,,,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1612941617320656896,Jan 11,"Last fall, visual artist Adam Davis captured tintype photos of the descendants of Africatown during the premiere of the",https://twitter.com/BarackObama/status/1612941617320656896/analytics,"documentary Descendant. He recently took one of me, too. These photos were inspired by the images taken of a Clotilda survivor, Cudjoe Lewis.",,,and,@HGMedia
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1612941621959573507,Jan 11,"If you haven't already, I hope you’ll take some time to watch Descendant on",,362,1.4K,8.4K,1.5M,@Netflix
,,,,,,,,,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1612611495560417280,Jan 10,"The entire world has a stake in the success of Brazil’s democracy. Together, we must reject any effort to overturn or disrupt the will of the Brazilian people and affirm the peaceful transfer of power as a cornerstone of democracy.",,17K,19K,174K,14M,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1610297526477025288,Jan 3,"15 years ago today, our campaign won the Iowa caucuses. I’ll always be grateful to the people who organized across the state, and built the relationships that made it all possible.

I recently sat down with six organizers to talk about that time and what they’ve been up to since.",,1.5K,2.4K,20K,2.9M,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1609550132588036102,Jan 1,"Happy New Year! 

In 2022, people around the world helped change their communities for the better. Let's keep it up in 2023. We’ve still got a lot of work to do, but I’ll be right there with you. 

Here's to a happy, healthy, and peaceful new year.",,4.2K,6.3K,76K,5.1M,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1609260211721875456,Jan 1,The work the,,1.6K,2.2K,16K,3.7M,@ObamaFoundation
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1608562412323762176,"Dec 30, 2022","Pelé was one of the greatest to ever play the beautiful game. And as one of the most recognizable athletes in the world, he understood the power of sports to bring people together. Our thoughts are with his family and everyone who loved and admired him.",https://twitter.com/BarackObama/status/1608562412323762176/photo/1,3.5K,34K,510K,17M,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1607411252409556993,"Dec 26, 2022","Michelle and I send our best wishes to families celebrating Kwanzaa this holiday season. Today begins a week-long celebration of African-American heritage and culture. As folks gather to light the Kinara, we hope you have a happy Kwanzaa.",https://twitter.com/BarackObama/status/1607411252409556993/photo/1,1.8K,2.8K,28K,3.2M,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1607022409160458240,"Dec 25, 2022","Merry Christmas, everybody! One of the best parts of the holiday season is getting to spend time with the special people in our lives. I hope you all have a wonderful and joyful Christmas.",https://twitter.com/BarackObama/status/1607022409160458240/photo/1,10K,17K,358K,14M,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1600907618859376641,"Dec 8, 2022","In 2015, when the Supreme Court recognized the Constitutional right to marriage equality, I said that progress often comes in small increments. Then there are days when slow, steady effort is rewarded with justice that arrives like a thunderbolt.

Today is one of those days.",https://twitter.com/BarackObama/status/1600907618859376641/analytics,,,,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1600907620113682435,"Dec 8, 2022","By mandating the federal recognition of same-sex marriages, the Respect for Marriage Act brings us closer to preserving the fundamental right of every American to marry who they love.",https://twitter.com/BarackObama/status/1600907620113682435/analytics,,,,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1600907621279596544,"Dec 8, 2022","It’s a landmark moment in the fight for equality, and a tribute to the generations of Americans whose example and advocacy have done more than any law to change hearts and minds.

This is their victory, and a powerful reminder that, together, we can continue to perfect our union.",,443,881,8K,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1600870440591036416,"Dec 8, 2022",Grateful for the long-overdue release of Brittney Griner today from Russian custody. Kudos to,https://twitter.com/POTUS/status/1600841306560937986/photo/1,13K,6.1K,49K,read image description,@POTUS
,,,,,,,,,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1600364778626568193,"Dec 7, 2022","Once again, Georgians have proven that when it comes time to vote, they’ll show up and vote for a leader who will fight for them. Congratulations,",,6.9K,8.8K,86K,,@ReverendWarnock
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1600256742192910336,"Dec 7, 2022",Vote for,,1.1K,2.1K,13K,,@ReverendWarnock
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1600241195833511936,"Dec 7, 2022","Georgia, it’s time to get out and vote to re-elect",,1.1K,2.3K,12K,,@ReverendWarnock
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1598812346813542400,"Dec 3, 2022",Georgia — vote for,,5.7K,4.6K,21K,,@ReverendWarnock
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1598701839771267075,"Dec 2, 2022","Affordable health care is a right, not a privilege. If you haven't already, make sure to sign up for health care during this open enrollment period. Go to",https://t.co/ob1YnnWQZD,4.3K,2.8K,14K,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1600256742192910336,"Dec 7, 2022",Vote for,,1.1K,2.1K,13K,,@ReverendWarnock
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1600241195833511936,"Dec 7, 2022","Georgia, it’s time to get out and vote to re-elect",,1.1K,2.3K,12K,,@ReverendWarnock
,,,,,,,,,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1598507254025621505,"Dec 2, 2022","That’s why I'm asking every Georgian to get out and vote for Reverend Warnock. Then get everybody you know to vote. 

We can't get tired now. 

Make a plan to vote today at",https://t.co/SRPhjFLzGA,564,2.1K,7.8K,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1598466543410900992,"Dec 2, 2022",I’m back in Georgia to deliver a simple message: Vote to re-elect,,1.4K,2.1K,10K,,@ReverendWarnock
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1598007102995587072,"Nov 30, 2022",Georgia! Let’s do this one more time. We need everybody to show up and vote to send,https://twitter.com/BarackObama/status/1598007102995587072/analytics,"back to the Senate.

Go to",,,to find your polling place and make a plan to vote early.,@ReverendWarnock
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1598007105105309696,"Nov 30, 2022","If you're not from Georgia, you can still get involved in this election by making calls, chipping in if you can, and reaching out to your family and friends in Georgia and reminding them to vote. 

Let’s all do our part to re-elect",,540,3K,8K,,@ReverendWarnock
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1597636758505934848,"Nov 29, 2022",Michelle and I started the,https://twitter.com/BarackObama/status/1597636758505934848/photo/1,950,1K,6.7K,,@ObamaFoundation
,,,,,,,,,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1594760594753732631,"Nov 22, 2022",Best of luck to,,1K,1.7K,15K,,@USMNT
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1594360618663952384,"Nov 20, 2022","Happy birthday,",https://twitter.com/BarackObama/status/1594360618663952384/photo/1,11K,15K,128K,,@JoeBiden
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1594027898453000192,"Nov 19, 2022",Yesterday,,688,1K,7.4K,,@BChesky
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1593728064907022336,"Nov 19, 2022",Our,,1K,2.1K,11K,,@ObamaFoundation
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1593426683280822273,"Nov 18, 2022",Today at the,https://twitter.com/BarackObama/status/1593426683280822273/analytics,"Democracy Forum, we brought leaders from around the world together to share ideas and discuss ways to strengthen democracy.",read image description,ALT,,@ObamaFoundation
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1593426844052848641,"Nov 18, 2022","I’m happy to announce that we’ll be launching a new and expanded Leaders United States program in the coming months that can help more young people put their idealism to work. 

Michelle and I are proud to support these young leaders through our work at the Obama Foundation.",,331,723,4.2K,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1593366563364605954,"Nov 18, 2022",I'm in New York City for the,,401,938,4.9K,,@ObamaFoundation
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1593344577385160704,"Nov 18, 2022","Speaker Nancy Pelosi will go down as one of most accomplished legislators in American history—breaking barriers, opening doors for others, and working every day to serve the American people. I couldn’t be more grateful for her friendship and leadership.",https://twitter.com/BarackObama/status/1593344577385160704/photo/1,15K,15K,105K,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1592948187320705024,"Nov 17, 2022",Some good news from Arizona: voters approved a ballot initiative that will make Dreamers eligible for in-state tuition. Credit goes to the organizers who shared their families' stories and assembled a bipartisan coalition of supporters.,https://twitter.com/BarackObama/status/1592948187320705024/analytics,,,,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1592948188981653504,"Nov 17, 2022","But the fight to protect DACA recipients remains unfinished. Earlier this year I sat down with a group of Dreamers, whose stories speak to all the ways in which they strengthen our communities. Congress should act now and resolve their status once and for all.",,261,687,4.1K,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1592250541857738752,"Nov 15, 2022",Congratulations to all the organizers and volunteers in South Dakota on the results last week – and to all those whose work to expand Medicaid has made it possible for millions of Americans to access health care.,,154,552,4.8K,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1591925467527155712,"Nov 14, 2022","I can't emphasize enough how much Secretary of State races matter. They don’t always get the most attention, but they’re crucial to ensuring we have fair elections—and this time, voters across the country chose candidates who will fight for democracy.",https://twitter.com/BarackObama/status/1591925467527155712/analytics,,,,,
,,,,,,,,,,
,,,,,,,,,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1591925473663422465,"Nov 14, 2022","Getting the right folks in these jobs – and many others – was an important step. But we can’t rest. We need to keep speaking out against dangerous candidates, keep supporting good ones, and keep voting up and down the ballot. Our democracy depends on it.",,441,3.1K,18K,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1591068364675649536,"Nov 11, 2022","Thanks to all those who have proudly served our country in uniform, and the families who have served alongside them. We owe you so much—on Veterans Day, and every day.",,4.5K,8.3K,61K,,
,,,,,,,,,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1590790301223948291,"Nov 11, 2022","For democracy to thrive, we need to tell better stories about ourselves, and how we can live together despite our differences.  

On November 17th, I'll be joining global leaders working to protect democracy at our",,1.1K,1.4K,7.1K,,@ObamaFoundation
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1590471470450606080,"Nov 10, 2022","In this election, millions of people cast their ballots for an America that is more fair, more just, more equal, and more free. 

We’re not there yet, but this keeps us moving forward. 

Our democracy is resilient as long as we stay engaged and active between elections.",,6.2K,10K,60K,,
,,,,,,,,,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1589987812425670656,"Nov 8, 2022","Midterm elections matter. 

Don’t let anyone convince you that your vote won’t make a difference. Show up at the polls today and vote for Democrats up and down the ballot.",,5.4K,9.1K,35K,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1589709402948259840,"Nov 8, 2022","The kind of slash and burn politics that we’re seeing right now, that doesn’t have to be who we are. We can be better – and your vote tomorrow will help us get there.",,4.8K,5.9K,22K,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1589656507830136832,"Nov 7, 2022",A simple message from,https://twitter.com/JoeBiden,10K,10K,46K,,@JoeBiden
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1588189532649840648,"Nov 3, 2022","This election could set the direction of our country for years to come. It’s that important. 

So make your voice heard by voting early or on November 8th. Go to",https://t.co/NKXRGNgbZX,506,1K,3.8K,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1588004197429121025,"Nov 3, 2022",I’m in Arizona today to support Democratic candidates who will fight for you. Tune in now.,,1.5K,1.5K,8.5K,,
,,,,,,,,,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1587799447915954176,"Nov 2, 2022","You’ve only got six days left to vote in the midterms – and while I know you’ve heard this a million times already, this election really is too important to sit out.

In many places, your vote could make the difference.",https://twitter.com/BarackObama/status/1587799447915954176/analytics,,,,,
,,,,,,,,,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1587799460087795723,"Nov 2, 2022","So if you’re anxious or frustrated right now, don’t complain. 

Don’t tune out. 

Don’t let the other side convince you that your vote doesn’t matter.",https://twitter.com/BarackObama/status/1587799460087795723/analytics,,,,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1587799461429927936,"Nov 2, 2022","Because if enough of us make our voices heard, things will get better and we will build a country that is more fair, more just, more equal, and more free.",,890,6.2K,19K,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1587645522755682304,"Nov 2, 2022",We’re officially one week away from Election Day. Tune in for a grassroots event to support Democratic candidates in Nevada.,,1K,1.2K,5.8K,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1587474970547847168,"Nov 1, 2022","Make no mistake—social security is on the ballot. 

Make your voice heard. Vote on November 8th for the candidates who will fight for you.",,7.2K,9.3K,33K,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1587202796788494336,"Nov 1, 2022","Don't boo — vote! 

Happy Halloween.",,6.1K,10K,57K,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1586772380667547649,"Oct 30, 2022","We have the power to forge a different future, but only if we vote. And it’s not just about the folks at the top of the ticket—we’ve got to show up and vote for all the Democrats who will work to support you.",https://twitter.com/BarackObama/status/1586772380667547649/analytics,,read image description,ALT,and,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1586772384211607552,"Oct 30, 2022","And in Wisconsin, there are some great Democratic candidates on the ballot:

For your Representative",https://twitter.com/BarackObama/status/1586772384211607552/analytics,For your Senator,,,For your Attorney General,@Gwen4Congress
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1586772385721729025,"Oct 30, 2022",Make a plan to vote at,,405,1.3K,4.7K,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1586478435446448128,"Oct 30, 2022",I’m here in Milwaukee for a grassroots event to support Democratic candidates up and down the ballot in Wisconsin. Tune in and make a plan to vote.,,1.1K,1.5K,7.9K,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1586183706653646849,"Oct 29, 2022",So make a plan to vote at,,277,1.4K,5.8K,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1586145803638542336,"Oct 29, 2022",Georgia! It's,,517,1.2K,5.2K,,
,,,,,,,,,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1585753548733747208,"Oct 28, 2022",Michelle and I want the Obama Presidential Center to provide opportunities for young people and serve as a catalyst for economic growth in the city we call home.,,935,1.5K,9.6K,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1585723446260301824,"Oct 28, 2022","Poll workers help make sure voters can cast their ballots and elections are administered freely and fairly. 

With Election Day around the corner, we need to recruit more of them. Learn more and sign up today:",https://twitter.com/BarackObama/status/1585723446260301824/photo/1,752,1.3K,6.4K,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1585316861306351616,"Oct 26, 2022",I’m so proud of,https://twitter.com/MichelleObama/status/1585073085568671745/photo/1,502,989,5.7K,read image description,@MichelleObama
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1585255978127093760,"Oct 26, 2022","Have you voted early in the midterms?

It’s time to vote for Democrats who will fight for the issues we care about and keep moving our country forward.

Go to",https://twitter.com/TheDemocrats,2.4K,3K,11K,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1584948734764253185,"Oct 25, 2022","Today we mourn the passing of former Secretary of Defense Ash Carter and celebrate a leader who left America—and the world—safer through his lifetime of service. Michelle and I extend our heartfelt sympathies to Ash’s wife, children, and all those who loved him.",https://twitter.com/BarackObama/status/1584948734764253185/photo/1,1K,1.9K,12K,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1584743045182128128,"Oct 25, 2022",Thanks to Peyton and,,667,1.5K,12K,,@EliManning
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1581300411306319872,"Oct 15, 2022","If we want our democracy to function, we have to show up this election for the Governors, Secretaries of State and the candidates down the ballot who are going to protect voting rights and our electoral process. Because these seats wield a lot of power, and that power matters.",https://twitter.com/BarackObama/status/1581300411306319872/analytics,,,,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1581300457083146241,"Oct 15, 2022",I sat down with,,333,1K,4.1K,,@PodSaveAmerica
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1580748146678042625,"Oct 14, 2022","It was great speaking with Imani and Austin, two outstanding",https://twitter.com/BarackObama/status/1580748146678042625/photo/1,516,884,7.2K,,@UrbanAlliance
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1580599805167796226,"Oct 13, 2022",Congrats to,https://twitter.com/NASASolarSystem/status/1579902668750786560/photo/1,469,833,5.6K,,@JHUAPL
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1579887173578285057,"Oct 11, 2022","On this International Day of the Girl, we stand in solidarity with the courageous Iranian women and girls who have inspired the world through their ongoing protests.",https://twitter.com/BarackObama/status/1579887173578285057/photo/1,3.7K,7.8K,35K,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1579517359169343488,"Oct 10, 2022","As we honor the many contributions of Indigenous people today, I wanted to take a moment to celebrate Mary Smith—the first Native American woman to hold the role of president-elect of the American Bar Association and an alum of my administration.",https://twitter.com/BarackObama/status/1579517359169343488/analytics,,read image description,ALT,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1579517362591539204,"Oct 10, 2022","Her commitment to supporting and training the next generation of Indigenous women and girls looking to study science, technology, engineering, and math is inspiring. I hope you’ll take a moment to read her story and learn more about her work.",,248,391,2.6K,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1579468142870663168,"Oct 10, 2022","At a time when democracy is under threat around the world, what gives me hope is the potential of the next generation of leaders. I couldn’t be more excited to announce the",https://twitter.com/BarackObama/status/1579468142870663168/analytics,’s global convening focused on the ideas that are essential to our democracy.,,,,@ObamaFoundation
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1579468144246411267,"Oct 10, 2022","This November, I’ll be joining",,779,773,4.6K,,@ObamaFoundation
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1577359726354075652,"Oct 4, 2022",Michelle and I are thinking of everyone affected by Hurricane Ian and Hurricane Fiona. We're grateful to the first responders and volunteers who are doing everything they can to help those in need.,https://twitter.com/BarackObama/status/1577359726354075652/analytics,,,,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1577359787779571729,"Oct 4, 2022","If you’re looking for ways to help, the",https://twitter.com/BarackObama/status/1577359787779571729/analytics,has compiled a list of organizations doing work to help those impacted by Hurricane Ian:,…,,,@ObamaFoundation
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1577359789448904713,"Oct 4, 2022",And here are some ways to support folks who’ve been impacted by Hurricane Fiona:,,558,533,3.1K,,
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1577312709183508480,"Oct 4, 2022","At a time when the meaning of America is up for grabs,",https://twitter.com/BarackObama/status/1577312709183508480/photo/1,1.4K,1.3K,9.4K,,@CodyKeenan
https://twitter.com/BarackObama,@BarackObama,https://twitter.com/BarackObama/status/1575158019721248768,"Sep 28, 2022","It’s been one year since we officially broke ground on the Obama Presidential Center, and I couldn’t be prouder of the progress we’ve made so far.",https://twitter.com/BarackObama/status/1575158019721248768/analytics,,,,,
