userId_url,profile_photo,username,attached_media,UserId,Tweet_Url,date-time,Tweets,css-4rbku5 href 5,css-9pa8cd src 3,Comments,Retweets,Likes,Impressions
https://twitter.com/BBCWorld,https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_bigger.jpg,BBC News (World),https://pbs.twimg.com/profile_images/1529107486271225859/03qcVNIk_bigger.jpg,@BBCWorld,https://twitter.com/BBCWorld/status/1719916746289647665,Nov 2,Why are fewer women using AI than men?,https://t.co/hXDhaTzPfi,https://pbs.twimg.com/card_img/1719868726751748096/uMfLgvF3?format=jpg&name=small,128,35,94,191K
https://twitter.com/BBCWorld,https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_bigger.jpg,BBC News (World),https://pbs.twimg.com/profile_images/1529107486271225859/03qcVNIk_bigger.jpg,@BBCWorld,https://twitter.com/BBCWorld/status/1719912700807959005,Nov 2,WeWork to start closing some offices around the world,https://t.co/G9jNeW4e12,https://pbs.twimg.com/card_img/1719912702234001408/dFAq_d9O?format=jpg&name=small,42,18,88,152K
https://twitter.com/BBCWorld,https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_bigger.jpg,BBC News (World),https://pbs.twimg.com/profile_images/1529107486271225859/03qcVNIk_bigger.jpg,@BBCWorld,https://twitter.com/BBCWorld/status/1719907219964051679,Nov 2,Disney to buy remaining 33% stake in streaming service Hulu,https://t.co/I4nH0haR4N,https://pbs.twimg.com/card_img/1719855081003114496/0gAjM61g?format=jpg&name=small,41,35,90,164K
https://twitter.com/BBCWorld,https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_bigger.jpg,BBC News (World),https://pbs.twimg.com/profile_images/1529107486271225859/03qcVNIk_bigger.jpg,@BBCWorld,https://twitter.com/BBCWorld/status/1719790939600736680,Nov 2,Donald Trump Jr is about to testify as the Trump family fights a civil fraud case - follow live with our team in court,https://t.co/BAn3z4Xlpm,https://pbs.twimg.com/card_img/1717932367791136768/5ThNZOuq?format=png&name=small,83,35,132,151K
https://twitter.com/BBCWorld,https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_bigger.jpg,BBC News (World),https://pbs.twimg.com/profile_images/1529107486271225859/03qcVNIk_bigger.jpg,@BBCWorld,https://twitter.com/BBCWorld/status/1719787884671013047,Nov 2,Why France's Emmanuel Macron is courting Central Asia,https://t.co/Fc4G4yGlE1,https://pbs.twimg.com/card_img/1719787835174084608/CVveS7qx?format=jpg&name=small,91,40,118,171K
https://twitter.com/BBCNews,https://pbs.twimg.com/profile_images/1529107486271225859/03qcVNIk_bigger.jpg,BBC News (UK),,@BBCNews,https://twitter.com/BBCNews/status/1719785671764697417,Nov 2,"First British nationals have crossed from Gaza into Egypt, Foreign Office says",https://t.co/Np2Jw9iOQp,,89,36,153,158K
https://twitter.com/BBCWorld,https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_bigger.jpg,BBC News (World),https://pbs.twimg.com/profile_images/1529107486271225859/03qcVNIk_bigger.jpg,@BBCWorld,https://twitter.com/BBCWorld/status/1719783646100385909,Nov 1,Duo wanted after teenager stabbed to death in Leeds,https://t.co/6CFh5UCkCb,https://pbs.twimg.com/card_img/1719783647560003584/IajtULpC?format=jpg&name=small,128,71,181,219K
https://twitter.com/BBCWorld,https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_bigger.jpg,BBC News (World),https://pbs.twimg.com/profile_images/1529107486271225859/03qcVNIk_bigger.jpg,@BBCWorld,https://twitter.com/BBCWorld/status/1719777753753383318,Nov 1,US Federal Reserve holds interest rates at 22-year high,https://t.co/tHsRDPpRrt,https://pbs.twimg.com/card_img/1719777755129163776/PzmgfJpI?format=jpg&name=small,82,51,155,167K
https://twitter.com/BBCWorld,https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_bigger.jpg,BBC News (World),https://pbs.twimg.com/profile_images/1529107486271225859/03qcVNIk_bigger.jpg,@BBCWorld,https://twitter.com/BBCWorld/status/1719772090012676241,Nov 1,Zimbabwe president's niece convicted of gold-smuggling,https://t.co/PCzEReFkId,https://pbs.twimg.com/card_img/1719772091170377728/F4jpsgwH?format=jpg&name=small,91,67,178,184K
https://twitter.com/BBCWorld,https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_bigger.jpg,BBC News (World),https://pbs.twimg.com/profile_images/1529107486271225859/03qcVNIk_bigger.jpg,@BBCWorld,https://twitter.com/BBCWorld/status/1719768017893011766,Nov 1,"Sir Bobby Charlton died after fall, inquest hears",https://t.co/lgtcmdmI0q,https://pbs.twimg.com/card_img/1719422335986343936/H7y8eZIr?format=jpg&name=small,71,36,184,166K
